CBM32.hmm	124	KIY24080.1	150	2.9e-11	18	115	29	135	0.782258064516129
GT4.hmm	160	KIY24202.1	349	1.5e-19	5	154	160	305	0.93125
GT8.hmm	257	KIY24250.1	315	8.2e-55	30	255	3	246	0.875486381322957
GT32.hmm	90	KIY24293.1	314	1.3e-13	2	79	89	161	0.855555555555556
GT4.hmm	160	KIY24299.1	348	9e-22	7	150	170	309	0.89375
GT51.hmm	177	KIY24531.1	770	1.7e-58	1	177	77	257	0.994350282485876
GT2.hmm	168	KIY24576.1	301	2.9e-22	3	102	7	108	0.589285714285714
GT4.hmm	160	KIY24577.1	372	9.1e-30	8	118	202	310	0.6875
GH25.hmm	177	KIY24584.1	495	3.1e-44	1	173	41	226	0.971751412429379
CE3.hmm	194	KIY24657.1	189	6.5e-07	76	193	60	184	0.603092783505155
GT4.hmm	160	KIY24808.1	372	2.2e-32	4	157	189	340	0.95625
GH73.hmm	128	KIY24870.1	217	8.1e-36	3	128	75	212	0.9765625
GT32.hmm	90	KIY24875.1	233	2e-22	3	89	20	97	0.955555555555556
GT4.hmm	160	KIY24876.1	366	7.9e-35	7	153	183	326	0.9125
GH25.hmm	177	KIY24924.1	228	6.7e-06	34	177	75	200	0.807909604519774
GT28.hmm	157	KIY25041.1	370	8.7e-48	1	157	193	355	0.993630573248408
CBM50.hmm	40	KIY25121.1	131	3.4e-14	1	39	85	127	0.95
GT2.hmm	168	KIY25175.1	334	2.3e-28	3	129	8	134	0.75
CE10.hmm	341	KIY25297.1	288	4.3e-20	72	316	8	242	0.715542521994135
